id,src,route,toll.express,time.express,reliability.express,toll.freeway,time.freeway,reliability.freeway,occupance,size,sex,flexibility,distance,commute,age3050,income
1001023,cal,express,2.9000000953674303,-3.75000691413879,-0.7014030814170841,0,0,0,1.0,5,male,no,42.930000305175795,yes,yes,high
1001054,cal,freeway,1.95000004768372,-1.25785851478577,-0.42097169160842896,0,0,0,2.0,2,female,yes,40.540000915527294,no,no,high
1001096,cal,freeway,0.9750000238418579,-0.9106594324111942,-2.46744465827942,0,0,0,3.0,4,male,yes,64.6100006103516,no,yes,med
1001149,cal,express,3.0,-3.80632376670837,-0.8000782132148739,0,0,0,1.0,2,female,no,26.9599990844727,yes,no,med
1001190,cal,freeway,3.0,-3.7983338832855202,-0.784223020076752,0,0,0,2.0,2,female,yes,16.5100002288818,yes,no,med
1001192,cal,freeway,1.64999997615814,-0.767866015434265,-0.29721951484680204,0,0,0,1.0,4,male,yes,36.97999954223629,yes,yes,med
1001246,cal,freeway,3.0,-4.55353116989136,-1.7443923950195301,0,0,0,1.0,4,male,yes,28.7299995422363,yes,no,high
1001279,cal,freeway,1.95000004768372,-0.950417935848236,-2.73068809509277,0,0,0,1.0,4,male,yes,29.1299991607666,no,yes,high
1001285,cal,freeway,2.9000000953674303,-2.1279871463775604,-0.357141107320786,0,0,0,1.0,2,female,yes,22.530000686645497,yes,no,low
1001288,cal,freeway,3.0,-3.76111960411072,-0.726060688495636,0,0,0,1.0,2,female,no,13.1000003814697,yes,no,low
1001423,cal,freeway,2.9000000953674303,-3.24331402778625,-0.732458770275116,0,0,0,1.0,4,male,no,28.6800003051758,yes,no,low
1001425,cal,freeway,3.25,-5.4352912902832005,-1.3524693250656101,0,0,0,1.0,3,male,no,36.040000915527294,yes,yes,low
1001465,cal,freeway,1.45000004768372,-3.66649723052979,-0.580271303653717,0,0,0,3.0,3,female,no,25.2000007629395,yes,no,low
1001491,cal,express,3.0,-3.9593658447265603,-1.17551255226135,0,0,0,1.0,4,female,no,36.7599983215332,yes,yes,med
1001556,cal,freeway,2.9000000953674303,-1.1653252840042099,-2.03659009933472,0,0,0,1.0,4,male,yes,11.770000457763699,yes,yes,med
1001578,cal,express,3.0,-4.42222833633423,-1.61547291278839,0,0,0,1.0,3,female,no,15.8199996948242,yes,yes,high
1001665,cal,freeway,2.9000000953674303,-3.4971282482147203,-0.6907454133033749,0,0,0,1.0,7,male,yes,16.5100002288818,no,no,med
1001672,cal,freeway,3.0,-3.76111960411072,-0.726060688495636,0,0,0,1.0,3,male,no,24.690000534057603,yes,yes,high
1001687,cal,freeway,2.9000000953674303,-1.2293101549148602,-1.70673429965973,0,0,0,1.0,2,female,no,20.7999992370605,yes,yes,med
1001704,cal,freeway,1.95000004768372,-0.986711502075195,-2.55996751785278,0,0,0,1.0,1,female,no,22.7999992370605,no,no,low
1001710,cal,freeway,3.0,-3.9593658447265603,-1.17551255226135,0,0,0,1.0,2,male,yes,33.330001831054695,yes,yes,low
1001724,cal,freeway,1.64999997615814,-0.6943447589874271,-0.307865172624588,0,0,0,1.0,8,male,yes,13.1000003814697,yes,no,low
1001823,cal,express,3.25,-5.42609739303589,-1.38066720962524,0,0,0,1.0,3,female,no,20.3999996185303,yes,yes,med
1001884,cal,freeway,3.0,-3.87433409690857,-1.0447710752487198,0,0,0,1.0,9,female,no,19.0799999237061,yes,no,med
1001965,cal,freeway,2.9000000953674303,-1.2293101549148602,-1.70673429965973,0,0,0,1.0,3,male,yes,35.6199989318848,no,no,low
1001968,cal,freeway,1.95000004768372,-1.184321641922,-0.7180514931678771,0,0,0,1.0,2,female,yes,15.460000038147,yes,yes,med
1002012,cal,freeway,3.0,-3.7870471477508505,-0.783575475215912,0,0,0,1.0,2,female,yes,15.9099998474121,yes,no,low
1002027,cal,freeway,3.25,-4.820306301116941,-1.76680850982666,0,0,0,2.0,3,male,yes,27.489999771118196,yes,no,low
1002030,cal,freeway,3.0,-3.83762168884277,-0.8942402005195621,0,0,0,1.0,2,male,no,37.5800018310547,yes,no,med
1002054,cal,freeway,1.64999997615814,-0.29965552687645,-0.0539931692183018,0,0,0,1.0,3,male,no,49.4099998474121,yes,yes,med
1002128,cal,freeway,2.9000000953674303,-3.4093258380889906,-0.6773570775985721,0,0,0,1.0,2,male,yes,17.0900001525879,yes,no,med
1002338,cal,freeway,2.9000000953674303,-1.17436599731445,-2.01962208747864,0,0,0,1.0,4,male,yes,24.6800003051758,yes,yes,med
1002420,cal,freeway,3.25,-4.70475435256958,-1.9619152545929,0,0,0,1.0,5,male,yes,50.939998626709006,yes,yes,low
1002485,cal,express,2.9000000953674303,-2.0988655090332,-0.352030903100967,0,0,0,1.0,4,male,yes,22.469999313354503,yes,yes,high
1002508,cal,freeway,1.64999997615814,-0.13489741086959803,-0.0317698903381824,0,0,0,1.0,6,male,no,21.780000686645497,yes,yes,high
1002524,cal,express,3.25,-4.88079786300659,-1.8211784362793002,0,0,0,1.0,4,male,no,16.8600006103516,yes,yes,high
1002530,cal,express,3.25,-5.34895992279053,-1.59614145755768,0,0,0,2.0,4,female,no,29.3600006103516,yes,yes,low
1002625,cal,express,3.25,-4.9283618927002,-1.8033539056778,0,0,0,2.0,3,female,no,46.9000015258789,yes,no,med
1002626,cal,freeway,0.8249999880790709,-1.38323366641998,-0.289822190999985,0,0,0,3.0,5,male,no,56.2999992370605,yes,no,high
1002630,cal,freeway,1.64999997615814,-0.603312909603119,-0.255661249160767,0,0,0,1.0,4,male,yes,61.470001220703104,yes,yes,low
1002721,cal,freeway,2.9000000953674303,-3.7156577110290496,-0.57103967666626,0,0,0,1.0,2,female,yes,55.3199996948242,yes,no,high
1002735,cal,freeway,3.0,-3.76111960411072,-0.726060688495636,0,0,0,2.0,3,male,no,21.1800003051758,yes,no,med
1002756,cal,freeway,3.25,-5.5266695022583,-1.29438614845276,0,0,0,1.0,4,male,no,32.580001831054695,yes,yes,med
1003932,cal,express,2.9000000953674303,-2.88184928894043,-0.40480861067771895,0,0,0,1.0,5,female,no,38.8699989318848,yes,no,high
1003941,cal,freeway,3.0,-1.4244886636734,-2.13752770423889,0,0,0,1.0,4,male,yes,16.4599990844727,yes,no,high
1003972,cal,express,1.45000004768372,-3.45333862304688,-0.709989726543427,0,0,0,3.0,4,male,no,31.0699996948242,yes,no,med
1003992,cal,freeway,3.25,-4.95621728897095,-1.8044129610061599,0,0,0,1.0,4,male,no,29.8600006103516,yes,yes,low
1004009,cal,express,2.9000000953674303,-3.2323455810546897,-0.42407110333442705,0,0,0,1.0,2,female,yes,32.990001678466804,yes,yes,low
1004167,cal,freeway,3.25,-5.392724514007571,-1.59943115711212,0,0,0,2.0,4,female,no,24.2999992370605,yes,yes,high
1004168,cal,freeway,3.0,-4.00259828567505,-1.49866199493408,0,0,0,1.0,6,female,no,21.1700000762939,yes,no,low
1004202,cal,freeway,2.9000000953674303,-3.24331402778625,-0.732458770275116,0,0,0,1.0,1,male,no,39.0,yes,no,low
1004322,cal,freeway,3.25,-3.54521584510803,-2.3829729557037402,0,0,0,1.0,5,male,no,44.310001373290994,no,yes,med
1004374,cal,freeway,3.0,-3.83762168884277,-0.8942402005195621,0,0,0,2.0,4,male,no,34.2999992370605,no,no,high
1004491,cal,freeway,3.0,-3.86906099319458,-0.986431121826172,0,0,0,1.0,4,male,yes,22.3199996948242,yes,no,med
1004514,cal,freeway,2.9000000953674303,-1.30070173740387,-1.8316125869751,0,0,0,1.0,4,male,no,36.97999954223629,no,no,high
1004521,cal,freeway,1.64999997615814,-0.32863599061965904,-0.0580350086092949,0,0,0,2.0,2,female,no,48.060001373290994,yes,yes,low
1004584,cal,express,1.625,-5.40810298919678,-1.3669593334198,0,0,0,3.0,3,male,no,27.4799995422363,yes,yes,low
1004600,cal,freeway,3.25,-3.63232684135437,-2.3451132774352996,0,0,0,1.0,4,female,no,19.2900009155273,yes,yes,med
1004605,cal,express,3.25,-4.76211357116699,-1.7671544551849399,0,0,0,1.0,4,male,yes,21.0400009155273,yes,yes,high
1004646,cal,freeway,2.9000000953674303,-3.0750083923339804,-0.519383370876312,0,0,0,1.0,6,male,yes,46.4799995422363,yes,yes,low
1004665,cal,freeway,2.9000000953674303,-3.4093258380889906,-0.6773570775985721,0,0,0,1.0,2,male,no,43.6100006103516,yes,yes,low
1004792,cal,freeway,1.64999997615814,-1.60421621799469,-0.165169507265091,0,0,0,1.0,3,male,no,34.580001831054695,yes,no,high
1004857,cal,freeway,3.0,-1.2895872592926,-1.80631864070892,0,0,0,1.0,5,male,yes,31.3299999237061,no,yes,low
1004899,cal,freeway,1.64999997615814,-1.18635988235474,-0.23523439466953303,0,0,0,1.0,1,male,yes,34.9500007629395,yes,yes,low
1004908,cal,express,2.9000000953674303,-3.7236254215240496,-0.5977033972740171,0,0,0,2.0,2,female,no,25.2000007629395,yes,yes,low
1004957,cal,freeway,1.625,-4.820306301116941,-1.76680850982666,0,0,0,3.0,10,female,yes,34.1300010681152,yes,yes,low
1004960,cal,freeway,2.9000000953674303,-2.09010577201843,-2.9765007495880096,0,0,0,1.0,3,male,no,43.6100006103516,yes,no,low
1004963,cal,freeway,2.9000000953674303,-2.56636619567871,-0.39789378643035905,0,0,0,1.0,5,male,yes,31.6700000762939,yes,yes,low
1004971,cal,freeway,1.64999997615814,-1.2695140838623,-0.222826406359673,0,0,0,1.0,4,male,no,67.1699981689453,yes,yes,low
1004978,cal,freeway,3.0,-4.55850076675415,-1.7683440446853602,0,0,0,1.0,4,male,yes,16.5100002288818,yes,yes,low
1005036,cal,freeway,3.0,-4.4853816032409695,-1.3787922859191901,0,0,0,1.0,4,female,no,54.369998931884794,yes,yes,med
1005057,cal,freeway,2.9000000953674303,-1.2620950937271103,-1.77124094963074,0,0,0,1.0,4,female,no,19.2900009155273,yes,yes,high
1005080,cal,freeway,1.95000004768372,-0.920943737030029,-2.82127833366394,0,0,0,1.0,1,male,yes,39.5800018310547,no,yes,low
1005109,cal,express,2.9000000953674303,-1.9824535846710198,-2.90781307220459,0,0,0,1.0,3,female,no,18.5699996948242,no,no,low
1005152,cal,express,1.95000004768372,-1.01566183567047,-2.4454500675201403,0,0,0,2.0,5,female,yes,23.7299995422363,no,yes,low
1005262,cal,freeway,3.0,-4.00259828567505,-1.49866199493408,0,0,0,1.0,2,female,no,42.189998626709,yes,yes,med
1005330,cal,freeway,3.0,-1.68447744846344,-2.7721860408783,0,0,0,2.0,5,female,yes,41.2000007629395,no,yes,low
1005403,cal,freeway,3.25,-5.305176734924321,-1.59417295455933,0,0,0,1.0,6,female,no,36.8800010681152,yes,no,high
1005466,cal,freeway,3.0,-4.00279855728149,-1.64101600646973,0,0,0,1.0,3,male,yes,37.4500007629395,yes,no,med
1005479,cal,freeway,1.45000004768372,-2.09986448287964,-0.28260621428489696,0,0,0,3.0,2,female,no,25.760000228881804,no,no,med
1005483,cal,express,0.9750000238418579,-1.03809809684753,-2.36191248893738,0,0,0,3.0,4,female,no,75.6500015258789,yes,yes,med
1005514,cal,express,3.25,-5.51944446563721,-1.41494166851044,0,0,0,1.0,3,male,yes,25.7000007629395,yes,yes,med
1005522,cal,express,3.0,-4.36523723602295,-1.52786636352539,0,0,0,1.0,2,female,no,24.3199996948242,yes,no,low
1005649,cal,freeway,2.9000000953674303,-1.07309114933014,-2.2046711444854705,0,0,0,1.0,6,male,yes,35.3400001525879,yes,no,med
1005758,cal,freeway,3.0,-3.83500289916992,-0.885447084903717,0,0,0,2.0,3,female,no,20.7999992370605,yes,yes,low
1005796,cal,freeway,2.9000000953674303,-2.6904680728912402,-2.67158269882202,0,0,0,1.0,3,female,no,19.7399997711182,yes,no,low
1005837,cal,freeway,1.625,-5.34895992279053,-1.59614145755768,0,0,0,3.0,2,female,no,43.1399993896484,yes,no,med
1005969,cal,freeway,1.64999997615814,-0.251197874546051,-0.0324785113334656,0,0,0,1.0,3,male,no,39.0,yes,yes,med
1006016,cal,freeway,3.0,-3.9593658447265603,-1.17551255226135,0,0,0,1.0,4,male,no,30.7000007629395,yes,no,low
1006019,cal,freeway,3.0,-4.00259828567505,-1.49866199493408,0,0,0,1.0,3,male,no,25.780000686645497,yes,yes,low
1006031,cal,freeway,2.9000000953674303,-2.9220817089080797,-0.520741403102875,0,0,0,1.0,4,male,no,34.2900009155273,yes,yes,low
1006043,cal,express,1.95000004768372,-0.9722101092338559,-2.61107635498047,0,0,0,1.0,2,female,yes,30.5699996948242,yes,no,high
1006237,cal,freeway,3.0,-4.34614515304565,-1.4147801399231001,0,0,0,1.0,3,male,no,33.330001831054695,yes,no,med
1006259,cal,freeway,3.25,-4.8493914604187,-1.76664662361145,0,0,0,1.0,4,male,yes,51.66999816894529,yes,yes,low
1006309,cal,freeway,1.64999997615814,-0.35771507024765,-0.061940860003233005,0,0,0,1.0,2,female,yes,21.2199993133545,yes,no,low
1006314,cal,express,3.0,-4.34614515304565,-1.4147801399231001,0,0,0,1.0,2,female,no,29.059999465942397,yes,yes,low
1006326,cal,freeway,2.9000000953674303,-1.9544099569320699,-0.19045689702034,0,0,0,1.0,4,male,no,28.0400009155273,yes,yes,med
1006359,cal,freeway,2.9000000953674303,-3.47795677185059,-0.693560123443604,0,0,0,1.0,4,male,no,23.5900001525879,yes,yes,high
1006390,cal,freeway,2.9000000953674303,-2.4223153591156,-2.9265732765197794,0,0,0,1.0,4,male,no,27.600000381469698,yes,yes,low
1006434,cal,express,3.25,-3.3362402915954603,-2.5181241035461404,0,0,0,1.0,4,male,yes,29.6599998474121,yes,no,high
1006447,cal,express,3.25,-4.247430801391601,-2.2583189010620095,0,0,0,1.0,5,female,no,19.3299999237061,yes,yes,high
1006448,cal,freeway,3.0,-3.87433409690857,-1.0447710752487198,0,0,0,1.0,2,male,no,50.8400001525879,yes,yes,low
1006470,cal,express,2.9000000953674303,-3.4242541790008505,-0.672425985336304,0,0,0,2.0,6,male,yes,29.8600006103516,yes,no,low
1006489,cal,express,3.0,-3.81253027915955,-0.8296185135841371,0,0,0,2.0,3,female,yes,48.630001068115206,yes,no,med
1006494,cal,express,2.9000000953674303,-2.24618029594421,-2.92631864547729,0,0,0,1.0,2,male,yes,15.8999996185303,no,no,med
1006497,cal,freeway,2.9000000953674303,-3.4093258380889906,-0.6773570775985721,0,0,0,1.0,4,male,yes,36.7599983215332,yes,yes,high
1006504,cal,express,2.9000000953674303,-2.14266037940979,-2.99455833435059,0,0,0,2.0,3,female,yes,22.9200000762939,yes,yes,high
1006533,cal,express,1.95000004768372,-0.9454573392868041,-2.76010251045227,0,0,0,1.0,4,male,yes,25.9200000762939,yes,yes,high
1006582,cal,freeway,2.9000000953674303,-2.72618508338928,-2.6604981422424303,0,0,0,2.0,2,male,yes,17.7800006866455,yes,no,low
1007744,cal,freeway,3.0,-4.70396089553833,-1.76747107505798,0,0,0,1.0,6,male,yes,61.3499984741211,no,no,med
1007790,cal,freeway,1.95000004768372,-1.09608614444733,-1.3753566741943402,0,0,0,1.0,2,male,no,60.959999084472706,no,no,high
1008520,cal,freeway,1.64999997615814,-0.6912208199501041,-0.3107527494430539,0,0,0,1.0,4,male,yes,29.969999313354503,yes,yes,low
1008770,cal,freeway,3.25,-4.247430801391601,-2.2583189010620095,0,0,0,1.0,5,male,yes,47.4900016784668,no,yes,low
1008986,cal,freeway,1.5,-2.09010577201843,-2.9765007495880096,0,0,0,3.0,2,female,yes,50.83000183105471,no,no,low
1009472,cal,freeway,2.9000000953674303,-2.3666090965271,-0.357956409454346,0,0,0,1.0,2,male,yes,45.08000183105471,yes,yes,med
1009755,cal,freeway,1.64999997615814,-0.8187542557716371,-0.281243532896042,0,0,0,1.0,3,male,yes,32.9099998474121,yes,no,med
1009883,cal,freeway,1.625,-5.5266695022583,-1.29438614845276,0,0,0,3.0,2,female,no,20.909999847412102,yes,no,low
1010825,cal,express,2.9000000953674303,-3.2323455810546897,-0.42407110333442705,0,0,0,1.0,2,female,no,40.6100006103516,yes,yes,med
1011033,cal,express,3.25,-5.4352912902832005,-1.3524693250656101,0,0,0,2.0,6,female,no,33.330001831054695,yes,yes,med
1011071,cal,freeway,3.0,-3.95503926277161,-1.16355812549591,0,0,0,1.0,3,male,no,15.8500003814697,yes,yes,high
1011651,cal,freeway,2.9000000953674303,-3.3795185089111297,-0.687148571014404,0,0,0,1.0,2,female,no,39.060001373291,yes,no,low
1011954,cal,freeway,1.95000004768372,-1.05236554145813,-1.64573550224304,0,0,0,2.0,2,male,no,54.439998626709006,no,no,med
1012676,cal,freeway,3.25,-3.91839647293091,-2.19062376022339,0,0,0,1.0,5,female,yes,20.1100006103516,yes,yes,high
1012905,cal,freeway,1.64999997615814,-0.476355969905853,-0.20226277410983998,0,0,0,1.0,5,male,yes,29.6700000762939,yes,yes,med
1013082,cal,freeway,3.25,-4.247430801391601,-2.2583189010620095,0,0,0,1.0,2,male,no,29.0799999237061,yes,no,high
1015603,cal,freeway,1.95000004768372,-0.948511183261871,-2.6959447860717796,0,0,0,1.0,3,male,yes,43.6100006103516,no,no,low
1015735,cal,express,1.64999997615814,-1.7958589792251598,-0.178571701049805,0,0,0,2.0,3,female,yes,33.1800003051758,no,no,high
1017510,cal,freeway,2.9000000953674303,-3.34968447685242,-0.696974217891693,0,0,0,2.0,4,male,yes,37.4500007629395,yes,yes,med
1017912,cal,freeway,2.9000000953674303,-2.56636619567871,-0.39789378643035905,0,0,0,2.0,6,female,yes,35.310001373291,yes,yes,med
1018102,cal,freeway,2.9000000953674303,-2.0988655090332,-0.352030903100967,0,0,0,1.0,3,male,no,43.029998779296896,yes,no,low
1019293,cal,freeway,2.9000000953674303,-3.1576213836669904,-0.5691118240356451,0,0,0,1.0,2,male,no,33.1800003051758,yes,no,low
1019727,cal,freeway,1.64999997615814,-0.37709128856658897,-0.0645698979496956,0,0,0,1.0,5,male,yes,61.6599998474121,yes,yes,high
1019813,cal,express,1.95000004768372,-1.11078095436096,-1.14245593547821,0,0,0,1.0,2,male,no,44.83000183105471,yes,yes,low
1021845,cal,freeway,3.0,-3.84287333488464,-0.911857903003693,0,0,0,1.0,10,male,no,35.5900001525879,yes,no,low
1022012,cal,freeway,1.95000004768372,-1.27990806102753,-0.33185949921608,0,0,0,2.0,3,female,yes,34.6399993896484,no,yes,low
1024409,cal,freeway,2.9000000953674303,-2.2803292274475098,-0.375850796699524,0,0,0,1.0,5,male,no,56.8400001525879,yes,yes,low
1024918,cal,freeway,3.25,-5.51944446563721,-1.41494166851044,0,0,0,1.0,2,male,no,53.380001068115206,yes,no,high
1026994,cal,freeway,3.0,-4.47656583786011,-1.7057174444198602,0,0,0,1.0,3,female,no,47.040000915527294,yes,yes,med
1027309,cal,freeway,2.9000000953674303,-3.1576213836669904,-0.5691118240356451,0,0,0,2.0,2,male,yes,16.5100002288818,yes,yes,low
1027318,cal,freeway,2.9000000953674303,-2.1279871463775604,-0.357141107320786,0,0,0,1.0,3,male,no,33.0499992370605,yes,no,low
1030316,cal,freeway,3.0,-4.40030765533447,-1.60842764377594,0,0,0,1.0,2,male,no,56.9099998474121,yes,no,low
2000293,cal,freeway,3.25,-4.76211357116699,-1.7671544551849399,0,0,0,1.0,2,male,no,21.780000686645497,yes,no,med
2000658,cal,freeway,2.9000000953674303,-2.39044189453125,-2.9231595993042006,0,0,0,1.0,2,male,yes,56.7400016784668,yes,no,low
2001314,cal,freeway,2.9000000953674303,-2.2498927116394,-0.3720405101776121,0,0,0,2.0,3,male,no,39.7000007629395,yes,yes,high
2001317,cal,freeway,2.9000000953674303,-3.7156577110290496,-0.57103967666626,0,0,0,1.0,3,male,yes,55.7599983215332,yes,no,med
2001661,cal,freeway,3.0,-4.70396089553833,-1.76747107505798,0,0,0,1.0,7,male,no,14.1700000762939,yes,no,med
2001913,cal,freeway,3.0,-4.38816785812378,-1.70737302303314,0,0,0,1.0,2,male,yes,22.4300003051758,yes,no,high
2001947,cal,freeway,3.25,-5.615552425384519,-1.3528466224670401,0,0,0,1.0,3,female,no,19.3299999237061,yes,no,med
2001974,cal,freeway,3.0,-2.48606657981873,-2.8267602920532204,0,0,0,1.0,2,male,yes,26.9599990844727,yes,yes,med
2002051,cal,freeway,3.0,-3.82701444625854,-0.8705444931983951,0,0,0,2.0,2,male,yes,27.780000686645497,no,no,high
2002196,cal,express,1.5,-4.0112600326538095,-1.5372451543808001,0,0,0,3.0,3,male,no,32.029998779296896,yes,yes,low
2002346,cal,freeway,1.95000004768372,-1.07401371002197,-1.49456584453583,0,0,0,1.0,4,male,no,63.9000015258789,no,no,low
2002766,cal,express,2.9000000953674303,-3.27555251121521,-0.730259120464325,0,0,0,1.0,1,male,no,37.52000045776371,yes,no,med
2002853,cal,freeway,1.64999997615814,-1.29517936706543,-0.261394202709198,0,0,0,1.0,4,female,no,26.5799999237061,yes,yes,low
2003044,cal,freeway,1.64999997615814,-1.5403703451156598,-0.198267295956612,0,0,0,2.0,2,female,yes,63.560001373290994,yes,yes,high
2003179,cal,freeway,3.25,-5.42609739303589,-1.38066720962524,0,0,0,2.0,4,male,no,30.3199996948242,yes,no,med
2003316,cal,freeway,3.25,-4.80761575698853,-1.88022804260254,0,0,0,1.0,2,female,no,17.0900001525879,yes,no,med
2005365,cal,freeway,3.25,-5.34895992279053,-1.59614145755768,0,0,0,1.0,2,male,yes,17.0900001525879,yes,no,high
2005709,cal,express,2.9000000953674303,-3.33989644050598,-0.776789486408234,0,0,0,2.0,2,male,no,24.440000534057603,yes,yes,low
2005993,cal,freeway,3.0,-1.2533196210861202,-1.7216832637786899,0,0,0,1.0,4,male,yes,51.459999084472706,no,yes,low
2006013,cal,freeway,3.0,-3.83762168884277,-0.8942402005195621,0,0,0,1.0,5,male,no,29.6299991607666,yes,yes,med
2006081,cal,express,1.5,-4.55850076675415,-1.7683440446853602,0,0,0,3.0,4,male,yes,37.1199989318848,yes,yes,low
2006260,cal,freeway,3.25,-5.53078556060791,-1.295534491539,0,0,0,2.0,4,female,no,20.7999992370605,yes,yes,med
2006578,cal,freeway,1.625,-5.48271179199219,-1.31772768497467,0,0,0,3.0,3,male,no,19.2900009155273,yes,yes,low
2006693,cal,freeway,3.25,-4.34278869628906,-2.18704843521118,0,0,0,1.0,3,female,no,33.279998779296896,yes,no,med
2008162,cal,freeway,3.25,-4.9283618927002,-1.8033539056778,0,0,0,1.0,5,male,no,36.6399993896484,no,yes,med
2008399,cal,express,1.625,-5.51944446563721,-1.41494166851044,0,0,0,3.0,2,female,no,43.0900001525879,yes,yes,high
2008477,cal,freeway,3.0,-3.96800565719604,-1.1995553970336899,0,0,0,1.0,5,male,yes,13.1000003814697,yes,no,low
2008485,cal,freeway,3.0,-3.76852798461914,-0.74250990152359,0,0,0,2.0,5,female,no,21.8400001525879,yes,yes,med
2008489,cal,freeway,3.0,-3.96111297607422,-1.54587244987488,0,0,0,1.0,5,female,no,21.1800003051758,yes,yes,high
2008537,cal,freeway,2.9000000953674303,-3.73152041435242,-0.660269200801849,0,0,0,2.0,4,female,no,22.4300003051758,yes,yes,med
2008588,cal,express,3.25,-5.53078556060791,-1.295534491539,0,0,0,1.0,5,female,no,24.0900001525879,yes,yes,med
2008729,cal,freeway,3.25,-3.9593551158905,-2.2547914981842,0,0,0,1.0,3,female,no,33.279998779296896,yes,yes,low
2008740,cal,freeway,2.9000000953674303,-1.32300639152527,-2.10484766960144,0,0,0,2.0,5,male,yes,30.3199996948242,yes,yes,low
2008741,cal,freeway,3.0,-3.82081007957458,-0.842534780502319,0,0,0,2.0,4,male,no,32.580001831054695,yes,yes,high
2008764,cal,freeway,3.25,-4.59452772140503,-2.05783271789551,0,0,0,1.0,2,male,no,32.3499984741211,yes,no,med
2009182,cal,freeway,2.9000000953674303,-1.37291014194489,-2.0847814083099396,0,0,0,2.0,4,female,no,10.6199998855591,no,yes,med
2009195,cal,freeway,3.0,-3.96945548057556,-1.56491994857788,0,0,0,1.0,3,female,no,17.909999847412102,yes,no,low
