,smb_ts
15238,0.28
15239,0.1
15240,0.1
15241,0.03
15242,0.15
15243,0.02
15244,0.02
15245,0.01
15246,0.02
15247,0.15
15248,0.02
15249,0.01
15250,0.08
15251,0.08
15252,0.14
15253,0.02
15254,0.02
15255,0.01
15256,0.01
15257,0.15
15258,0.06
15259,0.1
15260,0.02
15261,0.01
15262,0.16
15263,0.01
15264,0.01
15265,0.02
15266,0.07
15267,0.22
15268,0.01
15269,0.02
15270,0.01
15271,0.07
15272,0.1
15273,0.02
15274,0.08
15275,0.08
15276,0.15
15277,0.02
15278,0.02
15279,0.01
15280,0.01
15281,0.16
15282,0.08
15283,0.07
15284,0.02
15285,0.05
15286,0.12
15287,0.01
15288,0.02
15289,0.02
15290,0.24
15291,0.04
15292,0.01
15293,0.02
15294,0.01
15295,0.15
15296,0.01
15297,0.05
15298,0.1
15299,0.12
15300,1.44
15301,0.49
15302,0.09
15303,0.08
15304,0.26
15305,0.17
15306,0.2
15307,0.5
15308,0.09
15309,0.23
15310,0.09
15311,0.09
15312,0.16
15313,0.2
15314,0.25
15315,0.18
15316,0.15
15317,0.15
15318,0.15
15319,0.2
15320,0.31
15321,0.11
15322,0.1
15323,0.18
15324,0.59
15325,0.45
15326,0.67
15327,0.23
15328,0.23
15329,0.57
15330,0.22
15331,0.37
15332,0.64
15333,0.3
15334,0.68
15335,0.24
15336,0.36
15337,0.1
15338,0.02
15339,0.02
15340,0.02
15341,0.02
15342,0.16
15343,0.02
15344,0.06
15345,0.1
15346,0.1
15347,0.21
15348,0.02
15349,0.02
15350,0.02
15351,0.02
15352,0.16
15353,0.02
15354,0.02
15355,0.02
15356,0.02
15357,0.18
15358,0.11
15359,0.1
15360,0.03
15361,0.02
15362,0.16
15363,0.02
15364,0.02
15365,0.02
15366,0.02
15367,0.16
15368,0.03
15369,0.11
15370,0.11
15371,0.04
15372,0.16
15373,0.02
15374,0.02
15375,0.02
15376,0.02
15377,0.16
15378,0.02
15379,0.02
15380,0.08
15381,0.15
15382,0.1
15383,0.02
15384,0.02
15385,0.02
15386,0.16
15387,0.02
15388,0.08
15389,0.1
15390,0.06
15391,0.16
15392,0.02
15393,0.02
15394,0.01
15395,0.93
15396,0.3
15397,0.15
15398,0.49
15399,1.38
15400,0.39
15401,0.56
15402,0.16
15403,0.51
15404,0.88
15405,1.21
15406,0.36
15407,1.0
15408,0.26
15409,0.5
15410,0.52
15411,0.44
15412,0.35
15413,0.37
15414,0.79
15415,0.79
15416,0.97
15417,0.36
15418,0.78
15419,0.33
15420,0.32
15421,0.38
15422,0.37
15423,0.18
15424,0.17
15425,0.16
15426,0.72
15427,0.24
15428,0.09
15429,0.09
15430,0.08
15431,0.09
15432,0.18
15433,0.09
15434,0.14
15435,0.13
15436,0.06
15437,0.06
15438,0.2
15439,0.06
15440,0.06
15441,0.07
15442,0.15
15443,0.28
15444,0.08
15445,0.06
15446,0.06
15447,0.06
15448,0.2
15449,0.06
15450,0.06
15451,0.06
15452,0.07
15453,0.29
15454,0.1
15455,0.06
15456,0.06
15457,0.06
15458,0.2
15459,0.06
15460,0.07
15461,0.14
15462,0.1
15463,0.2
15464,0.06
15465,0.06
15466,0.06
15467,0.06
15468,0.2
15469,0.14
15470,0.11
15471,0.06
15472,0.16
15473,0.11
15474,0.06
15475,0.06
15476,0.06
15477,0.28
15478,0.12
15479,0.06
15480,0.06
15481,0.06
15482,0.2
15483,0.06
15484,0.06
15485,0.12
15486,0.13
15487,0.2
15488,0.06
15489,0.06
15490,0.06
15491,0.13
15492,0.13
15493,0.12
15494,0.13
15495,0.06
15496,0.2
15497,0.06
15498,0.06
15499,0.06
15500,0.06
15501,0.24
15502,0.15
15503,0.08
15504,0.06
15505,0.06
15506,0.2
15507,0.06
15508,0.06
15509,0.1
15510,0.14
15511,0.23
15512,0.06
15513,0.06
15514,0.06
15515,0.06
15516,0.2
15517,0.08
15518,0.15
15519,0.1
15520,0.06
15521,0.2
15522,0.06
15523,0.06
15524,0.06
15525,0.08
15526,0.29
15527,0.1
15528,0.06
15529,0.06
15530,0.06
15531,0.2
15532,0.06
15533,0.08
15534,0.14
15535,0.1
15536,0.2
15537,0.06
15538,0.06
15539,0.06
15540,0.06
15541,0.2
15542,0.15
15543,0.1
15544,0.06
15545,0.06
15546,0.2
15547,0.06
15548,0.06
15549,0.06
15550,0.14
15551,0.25
15552,0.06
15553,0.06
15554,0.06
15555,0.17
15556,0.09
15557,0.06
15558,0.13
15559,0.13
15560,0.2
15561,0.06
15562,0.06
15563,0.06
15564,0.06
15565,0.2
15566,0.09
15567,0.15
15568,0.08
15569,0.06
15570,0.2
15571,0.06
15572,0.06
15573,0.06
15574,0.16
15575,0.18
15576,0.12
15577,0.06
15578,0.06
15579,0.2
15580,0.06
15581,0.06
15582,0.06
15583,0.12
15584,0.27
15585,0.06
15586,0.07
15587,0.07
15588,0.07
15589,0.21
15590,0.07
15591,0.12
15592,0.16
15593,0.16
15594,0.12
15595,0.07
15596,0.07
15597,0.07
15598,0.21
15599,0.11
15600,0.16
15601,0.1
15602,0.07
15603,0.21
15604,0.07
15605,0.08
15606,0.07
15607,0.1
15608,0.3
15609,0.11
15610,0.07
15611,0.07
15612,0.07
15613,0.21
15614,0.07
15615,0.1
15616,0.16
15617,0.1
15618,0.21
15619,0.08
15620,0.07
15621,0.07
15622,0.07
15623,0.23
15624,0.17
15625,0.11
15626,0.07
15627,0.08
15628,0.19
15629,0.09
15630,0.07
15631,0.12
15632,0.16
15633,0.12
15634,0.17
15635,0.07
15636,0.07
15637,0.07
15638,0.07
15639,0.27
15640,0.15
15641,0.07
15642,0.07
15643,0.08
15644,0.2
15645,0.07
15646,0.07
15647,0.14
15648,0.14
15649,0.21
15650,0.07
15651,0.07
15652,0.07
15653,0.1
15654,0.18
15655,0.13
15656,0.15
15657,0.07
15658,0.14
15659,0.14
15660,0.07
15661,0.07
15662,0.07
15663,0.24
15664,0.16
15665,0.1
15666,0.07
15667,0.07
15668,0.21
15669,0.07
15670,0.07
15671,0.08
15672,0.16
15673,0.25
15674,0.07
15675,0.07
15676,0.07
15677,0.07
15678,0.21
15679,0.07
15680,0.14
15681,0.14
15682,0.07
15683,0.22
15684,0.14
15685,1.46
15686,0.14
15687,0.21
15688,0.34
15689,0.68
15690,0.55
15691,0.36
15692,0.61
15693,0.32
15694,0.69
15695,0.37
15696,0.97
15697,0.78
15698,0.33
15699,0.34
15700,0.67
15701,0.45
15702,0.28
15703,0.66
15704,0.29
15705,0.29
15706,0.3
15707,0.4
15708,0.28
15709,0.28
15710,0.28
15711,0.33
15712,0.34
15713,0.45
15714,0.39
15715,0.34
15716,0.31
15717,0.27
15718,0.24
15719,0.33
15720,0.19
15721,0.06
15722,0.01
15723,0.01
15724,0.02
15725,0.21
15726,0.09
15727,0.02
15728,0.01
15729,0.01
15730,0.16
15731,0.01
15732,0.01
15733,0.05
15734,0.09
15735,0.08
15736,0.16
15737,0.01
15738,0.01
15739,0.01
15740,0.01
15741,0.15
15742,0.01
15743,0.01
15744,0.08
15745,0.08
15746,0.15
15747,0.01
15748,0.01
15749,0.01
15750,0.01
15751,0.15
15752,0.03
15753,0.1
15754,0.04
15755,0.01
15756,0.11
15757,0.05
15758,0.01
15759,0.01
15760,0.01
15761,0.16
15762,0.14
15763,0.01
15764,0.01
15765,0.01
15766,0.12
15767,0.05
15768,0.01
15769,0.05
15770,0.1
15771,0.15
15772,0.02
15773,0.01
15774,0.01
15775,0.01
15776,0.15
15777,0.01
15778,0.1
15779,0.08
15780,0.02
15781,0.78
15782,0.09
15783,0.09
15784,0.14
15785,0.52
15786,0.23
15787,0.15
15788,0.09
15789,0.78
15790,0.24
15791,0.24
15792,0.37
15793,0.3
15794,0.36
15795,0.33
15796,0.62
15797,0.24
15798,0.39
15799,0.32
15800,0.64
15801,0.31
15802,0.3
15803,0.3
15804,0.84
15805,0.72
15806,0.28
15807,0.56
15808,0.86
15809,0.39
15810,0.68
15811,0.9
15812,0.91
15813,0.56
15814,1.38
15815,0.32
15816,0.56
15817,0.09
15818,0.09
15819,0.02
15820,0.16
15821,0.01
15822,0.01
15823,0.01
15824,0.01
15825,0.01
15826,0.15
15827,0.01
15828,0.05
15829,0.1
15830,0.09
15831,0.2
15832,0.01
15833,0.01
15834,0.01
15835,0.01
15836,0.15
15837,0.01
15838,0.01
15839,0.01
15840,0.01
15841,0.11
15842,0.18
15843,0.03
15844,0.01
15845,0.01
15846,0.01
15847,0.15
15848,0.01
15849,0.04
15850,0.1
15851,0.04
15852,0.16
15853,0.01
15854,0.01
15855,0.01
15856,0.01
15857,0.16
15858,0.1
15859,0.05
15860,0.01
15861,0.01
15862,0.08
15863,0.08
15864,0.01
15865,0.01
15866,0.09
15867,0.07
15868,0.15
15869,0.01
15870,0.01
15871,0.01
15872,0.01
15873,0.15
15874,0.07
15875,0.11
15876,0.9
15877,0.39
15878,0.52
15879,0.36
15880,0.01
15881,0.01
15882,0.06
15883,1.16
15884,1.8
15885,1.03
15886,0.09
15887,0.09
15888,0.72
15889,0.26
15890,0.1
15891,0.1
15892,0.18
15893,0.18
15894,0.17
15895,0.3
15896,0.5
15897,0.16
15898,0.16
15899,0.09
15900,0.5
15901,0.31
15902,0.6
15903,0.16
15904,0.16
15905,0.16
15906,0.66
15907,0.28
15908,0.2
15909,0.23
15910,0.23
15911,0.22
15912,0.15
15913,0.23
15914,0.09
15915,0.08
15916,0.09
15917,0.09
15918,0.09
15919,0.23
15920,0.11
15921,0.16
15922,0.16
15923,0.19
15924,0.1
15925,0.2
15926,0.06
15927,0.06
15928,0.06
15929,0.06
15930,0.2
15931,0.06
15932,0.06
15933,0.06
15934,0.09
15935,0.23
15936,0.18
15937,0.06
15938,0.06
15939,0.06
15940,0.06
15941,0.2
15942,0.06
15943,0.11
15944,0.14
15945,0.14
15946,0.25
15947,0.06
15948,0.06
15949,0.06
15950,0.06
15951,0.2
15952,0.06
15953,0.06
15954,0.06
15955,0.06
15956,0.24
15957,0.14
15958,0.1
15959,0.06
15960,0.06
15961,0.2
15962,0.06
15963,0.06
15964,0.06
15965,0.13
15966,0.15
15967,0.21
15968,0.06
15969,0.06
15970,0.16
15971,0.07
15972,0.21
15973,0.15
15974,2.59
15975,0.63
15976,0.06
15977,0.2
15978,0.11
15979,0.19
15980,0.22
15981,0.22
15982,1.07
15983,0.24
15984,0.52
15985,0.3
15986,0.31
15987,0.63
15988,1.0
15989,0.11
15990,0.09
15991,1.14
15992,1.15
15993,0.46
15994,0.32
15995,0.31
15996,0.26
15997,1.89
15998,1.35
15999,0.27
16000,0.27
16001,0.27
16002,0.32
16003,0.91
16004,0.34
16005,0.34
16006,0.78
16007,0.21
16008,0.08
16009,0.15
16010,0.02
16011,0.02
16012,0.02
16013,0.02
16014,0.26
16015,0.11
16016,0.11
16017,0.08
16018,0.02
16019,0.17
16020,0.02
16021,0.02
16022,0.02
16023,0.02
16024,0.16
16025,0.02
16026,0.02
16027,0.07
16028,0.11
16029,0.2
16030,0.02
16031,0.02
16032,0.02
16033,0.02
16034,0.17
16035,0.02
16036,0.1
16037,0.09
16038,0.02
16039,0.17
16040,0.02
16041,0.02
16042,0.02
16043,0.02
16044,0.22
16045,0.11
16046,0.04
16047,0.02
16048,0.02
16049,0.17
16050,0.02
16051,0.02
16052,0.04
16053,0.11
16054,0.21
16055,0.02
16056,0.02
16057,0.02
16058,0.02
16059,0.17
16060,0.02
16061,0.1
16062,0.1
16063,0.02
16064,0.74
16065,0.01
16066,0.01
16067,0.45
16068,0.18
16069,0.62
16070,0.97
16071,0.09
16072,0.08
16073,0.53
16074,0.44
16075,0.12
16076,0.52
16077,0.13
16078,0.08
16079,0.92
16080,0.34
16081,0.1
16082,0.14
16083,0.21
16084,0.2
16085,0.33
16086,0.57
16087,0.18
16088,0.12
16089,0.1
16090,0.28
16091,0.11
16092,0.16
16093,0.16
16094,0.42
16095,0.24
16096,0.09
16097,0.1
16098,0.21
16099,0.22
16100,0.67
16101,0.15
16102,0.09
16103,0.09
16104,0.01
16105,0.04
16106,0.13
16107,0.04
16108,0.09
16109,0.09
16110,0.09
16111,0.18
16112,0.01
16113,0.01
16114,0.01
16115,0.01
16116,0.16
16117,0.01
16118,0.01
16119,0.01
16120,0.01
16121,0.17
16122,0.16
16123,0.02
16124,0.01
16125,0.01
16126,0.01
16127,0.15
16128,0.01
16129,0.05
16130,0.09
16131,0.09
16132,0.2
16133,0.01
16134,0.01
16135,0.01
16136,0.01
16137,0.16
16138,0.01
16139,0.01
16140,0.01
16141,0.01
16142,0.24
16143,0.08
16144,0.01
16145,0.01
16146,0.01
16147,0.16
16148,0.01
16149,0.01
16150,0.03
16151,0.1
16152,0.2
16153,0.01
16154,0.01
16155,0.01
16156,0.01
16157,0.15
16158,0.01
16159,0.07
16160,0.09
16161,0.02
16162,0.1
16163,0.06
16164,0.01
16165,0.01
16166,0.01
16167,0.03
16168,0.21
16169,0.09
16170,0.01
16171,0.01
16172,0.01
16173,0.15
16174,0.01
16175,0.01
16176,0.04
16177,0.1
16178,0.16
16179,0.05
16180,0.01
16181,0.01
16182,0.01
16183,0.01
16184,0.16
16185,0.09
16186,0.09
16187,0.09
16188,0.09
16189,0.12
16190,0.05
16191,0.01
16192,0.01
16193,0.01
16194,0.01
16195,0.15
16196,0.01
16197,0.01
16198,0.01
16199,0.09
16200,0.23
16201,0.02
16202,0.01
16203,0.01
16204,0.01
16205,0.15
16206,0.01
16207,0.01
16208,0.06
16209,0.09
16210,0.04
16211,0.15
16212,0.01
16213,0.01
16214,0.01
16215,0.01
16216,0.15
16217,0.1
16218,0.09
16219,0.04
16220,0.01
16221,0.15
16222,0.01
16223,0.01
16224,0.01
16225,0.01
16226,0.11
16227,0.13
16228,0.1
16229,0.05
16230,0.01
16231,0.06
16232,0.1
16233,0.01
16234,0.01
16235,0.01
16236,0.07
16237,0.1
16238,0.1
16239,0.07
16240,0.01
16241,0.06
16242,0.1
16243,0.01
16244,0.01
16245,0.01
16246,0.16
16247,0.1
16248,0.06
16249,0.01
16250,0.01
16251,0.16
16252,0.01
16253,0.01
16254,0.01
16255,0.06
16256,0.23
16257,0.02
16258,0.01
16259,0.01
16260,0.01
16261,0.15
16262,0.01
16263,0.01
16264,0.09
16265,0.08
16266,0.13
16267,0.03
16268,0.01
16269,0.01
16270,0.01
16271,0.11
16272,0.08
16273,0.09
16274,0.06
16275,0.01
16276,0.09
16277,0.07
16278,0.01
16279,0.01
16280,0.01
16281,0.09
16282,0.23
16283,0.09
16284,0.09
16285,0.02
16286,0.01
16287,0.15
16288,0.01
16289,0.01
16290,0.01
16291,0.01
16292,0.15
16293,0.01
16294,0.01
16295,0.09
16296,0.09
16297,0.15
16298,0.01
16299,0.01
16300,0.01
16301,0.01
16302,0.15
16303,0.01
16304,0.06
16305,0.1
16306,0.09
16307,0.23
16308,0.04
16309,0.01
16310,0.01
16311,0.01
16312,0.14
16313,0.01
16314,0.01
16315,0.01
16316,0.01
16317,0.15
16318,0.09
16319,0.09
16320,0.02
16321,0.01
16322,0.11
16323,0.04
16324,0.01
16325,0.01
16326,0.01
16327,0.14
16328,0.16
16329,0.03
16330,0.01
16331,0.01
16332,0.04
16333,0.13
16334,0.01
16335,0.02
16336,0.1
16337,0.06
16338,0.15
16339,0.01
16340,0.01
16341,0.01
16342,0.01
16343,0.15
16344,0.06
16345,0.09
16346,0.09
16347,0.04
16348,0.15
16349,0.01
16350,0.01
16351,0.01
16352,0.01
16353,0.15
16354,0.97
16355,0.95
16356,0.22
16357,0.66
16358,0.45
16359,0.24
16360,0.24
16361,0.24
16362,0.24
16363,0.38
16364,0.24
16365,0.32
16366,0.32
16367,0.32
16368,0.33
16369,0.41
16370,0.73
16371,0.25
16372,0.29
16373,0.78
16374,1.02
16375,2.2
16376,0.84
16377,0.31
16378,0.3
16379,0.62
16380,0.42
16381,0.22
16382,0.17
16383,0.28
16384,0.26
16385,0.27
16386,0.44
16387,0.97
16388,0.27
16389,0.27
16390,0.12
16391,0.08
16392,0.01
16393,0.18
16394,0.06
16395,0.01
16396,0.01
16397,0.03
16398,0.06
16399,0.15
16400,0.06
16401,0.03
16402,0.01
16403,0.01
16404,0.06
16405,0.16
16406,0.03
16407,0.06
16408,0.01
16409,0.01
16410,0.04
16411,0.18
16412,0.01
16413,0.07
16414,0.01
16415,0.01
16416,0.01
16417,0.22
16418,0.01
16419,0.01
16420,0.01
16421,0.06
16422,0.01
16423,0.18
16424,0.04
16425,0.01
16426,0.01
16427,0.01
16428,0.07
16429,0.14
16430,0.02
16431,0.06
16432,0.01
16433,0.01
16434,0.18
16435,0.05
16436,0.01
16437,0.01
16438,0.01
16439,0.01
16440,0.02
16441,0.22
16442,0.02
16443,0.01
16444,0.01
16445,0.01
16446,0.01
16447,0.01
16448,0.22
16449,0.03
16450,0.83
16451,0.17
16452,0.14
16453,0.51
16454,0.54
16455,0.55
16456,0.41
16457,0.72
16458,0.29
16459,0.98
16460,0.3
16461,0.28
16462,0.28
16463,0.28
16464,0.27
16465,0.35
16466,0.43
16467,0.3
16468,0.28
16469,0.66
16470,0.77
16471,0.7
16472,0.29
16473,0.28
16474,0.29
16475,0.77
16476,0.63
16477,0.92
16478,0.29
16479,0.28
16480,0.29
16481,0.6
16482,0.62
16483,1.06
16484,0.28
16485,0.13
16486,0.08
16487,0.02
16488,0.1
16489,0.08
16490,0.03
16491,0.03
16492,0.03
16493,0.02
16494,0.02
16495,0.03
16496,0.03
16497,0.02
16498,0.02
16499,0.16
16500,0.04
16501,0.02
16502,0.02
16503,0.02
16504,0.02
16505,0.03
16506,0.01
16507,0.03
16508,0.02
16509,0.15
16510,0.04
16511,0.02
16512,0.02
16513,0.02
16514,0.01
16515,0.02
16516,0.03
16517,0.01
16518,0.03
16519,0.16
16520,0.02
16521,0.02
16522,0.02
16523,0.02
16524,0.01
16525,0.03
16526,0.01
16527,0.03
16528,0.17
16529,0.02
16530,0.03
16531,0.01
16532,0.02
16533,0.01
16534,0.02
16535,0.01
16536,0.02
16537,0.16
16538,0.03
16539,0.01
16540,0.02
16541,0.03
16542,0.01
16543,0.03
16544,0.01
16545,0.03
16546,0.92
16547,0.59
16548,0.53
16549,0.09
16550,0.09
16551,0.43
16552,0.11
16553,0.41
16554,0.79
16555,0.99
16556,0.31
16557,0.46
16558,0.6
16559,0.16
16560,0.5
16561,0.16
16562,0.16
16563,1.08
16564,0.16
16565,0.18
16566,0.38
16567,0.83
16568,0.3
16569,1.32
16570,0.3
16571,0.63
16572,0.68
16573,0.23
16574,0.18
16575,0.32
16576,0.16
16577,0.17
16578,0.24
16579,0.81
16580,0.47
16581,0.28
16582,0.15
16583,0.14
16584,0.1
16585,0.01
16586,0.09
16587,0.16
16588,0.16
16589,0.02
16590,0.01
16591,0.01
16592,0.01
16593,0.15
16594,0.01
16595,0.01
16596,0.03
16597,0.09
16598,0.08
16599,0.15
16600,0.01
16601,0.01
16602,0.01
16603,0.01
16604,0.15
16605,0.07
16606,0.09
16607,0.02
16608,0.01
16609,0.01
16610,0.16
16611,0.01
16612,0.01
16613,0.06
16614,0.1
16615,0.16
16616,0.01
16617,0.01
16618,0.01
16619,0.01
16620,0.15
16621,0.03
16622,0.1
16623,0.06
16624,0.01
16625,0.15
16626,0.01
16627,0.01
16628,0.01
16629,0.01
16630,0.18
16631,0.11
16632,0.03
16633,0.01
16634,0.01
16635,0.12
16636,0.04
16637,0.01
16638,0.02
16639,0.1
16640,0.07
16641,0.15
16642,0.04
16643,0.05
16644,0.09
16645,0.09
16646,0.23
16647,0.11
16648,0.16
16649,0.15
16650,0.09
16651,0.19
16652,0.12
16653,0.84
16654,0.45
16655,0.16
16656,0.78
16657,0.35
16658,0.25
16659,0.22
16660,0.2
16661,0.21
16662,0.21
16663,0.22
16664,0.21
16665,0.21
16666,0.33
16667,0.24
16668,0.2
16669,0.22
16670,0.16
16671,0.17
16672,0.15
16673,0.17
16674,0.2
16675,0.2
16676,0.1
16677,0.1
16678,0.1
16679,0.02
16680,0.03
16681,0.15
16682,0.02
16683,0.02
16684,0.02
16685,0.05
16686,0.25
16687,0.08
16688,0.02
16689,0.02
16690,0.02
16691,0.02
16692,0.16
16693,0.04
16694,0.11
16695,0.07
16696,0.02
16697,0.16
16698,0.02
16699,0.02
16700,0.02
16701,0.05
16702,0.12
16703,0.18
16704,0.02
16705,0.02
16706,0.02
16707,0.02
16708,0.16
16709,0.08
16710,0.1
16711,0.02
16712,0.02
16713,0.16
16714,0.02
16715,0.02
16716,0.03
16717,0.11
16718,0.16
16719,0.06
16720,0.02
16721,0.02
16722,0.02
16723,0.15
16724,0.07
16725,0.11
16726,0.04
16727,0.02
16728,0.08
16729,0.1
16730,0.02
16731,0.02
16732,0.08
16733,0.16
16734,0.1
16735,0.02
16736,0.02
16737,0.02
16738,0.1
16739,1.09
16740,0.22
16741,0.68
16742,0.14
16743,0.15
16744,0.64
16745,0.16
16746,0.22
16747,0.17
16748,0.17
16749,0.24
16750,0.14
16751,0.14
16752,0.4
16753,0.29
16754,0.21
16755,0.57
16756,0.2
16757,0.58
16758,0.68
16759,0.22
16760,0.22
16761,0.22
16762,0.21
16763,0.29
16764,0.14
16765,0.13
16766,0.09
16767,0.09
16768,0.23
16769,0.17
16770,0.16
16771,0.16
16772,0.16
16773,0.24
16774,0.09
16775,0.09
16776,0.09
16777,0.11
16778,0.09
16779,0.03
16780,0.1
16781,0.09
16782,0.09
16783,0.18
16784,0.01
16785,0.01
16786,0.01
16787,0.01
16788,0.16
16789,0.01
16790,0.01
16791,0.01
16792,0.01
16793,0.1
16794,0.2
16795,0.01
16796,0.01
16797,0.01
16798,0.01
16799,0.16
16800,0.01
16801,0.08
16802,0.08
16803,0.01
16804,0.16
16805,0.01
16806,0.01
16807,0.01
16808,0.01
16809,0.24
16810,0.05
16811,0.01
16812,0.01
16813,0.01
16814,0.08
16815,0.08
16816,0.04
16817,0.1
16818,0.03
16819,0.01
16820,0.16
16821,0.01
16822,0.01
16823,0.01
16824,0.03
16825,0.24
16826,0.03
16827,0.01
16828,0.01
16829,0.01
16830,0.15
16831,0.01
16832,0.04
16833,0.1
16834,0.04
16835,0.15
16836,0.01
16837,0.01
16838,0.01
16839,0.06
16840,0.22
16841,0.02
16842,0.01
16843,0.01
16844,0.01
16845,0.07
16846,0.09
16847,0.1
16848,0.07
16849,0.01
16850,0.01
16851,0.14
16852,0.01
16853,0.01
16854,0.04
16855,0.1
16856,0.24
16857,0.09
16858,0.05
16859,0.01
16860,0.01
16861,0.01
16862,0.15
16863,0.01
16864,0.01
16865,0.01
16866,0.01
16867,0.06
16868,0.12
16869,0.1
16870,0.09
16871,0.09
16872,0.07
16873,0.15
16874,0.01
16875,0.01
16876,0.01
16877,0.01
16878,0.01
16879,0.15
16880,0.01
16881,0.01
16882,0.01
16883,0.08
16884,0.22
16885,0.01
16886,0.01
16887,0.01
16888,0.01
16889,0.14
16890,0.01
16891,0.03
16892,0.1
16893,0.03
16894,0.15
16895,0.01
16896,0.01
16897,0.01
16898,0.01
16899,0.18
16900,0.1
16901,0.03
16902,0.01
16903,0.01
16904,0.15
16905,0.01
16906,0.01
16907,0.06
16908,0.09
16909,0.15
16910,0.01
16911,0.01
16912,0.01
16913,0.02
16914,0.14
16915,0.06
16916,0.08
16917,0.01
16918,0.1
16919,0.06
16920,0.01
16921,0.01
16922,0.01
16923,0.2
16924,0.09
16925,0.01
16926,0.01
16927,0.01
16928,0.15
16929,0.01
16930,0.01
16931,0.07
16932,0.08
16933,0.15
16934,0.01
16935,0.01
16936,0.01
16937,0.01
16938,0.15
16939,0.08
16940,0.08
16941,0.01
16942,0.01
16943,0.13
16944,0.02
16945,0.01
16946,0.01
16947,0.09
16948,0.08
16949,0.16
16950,0.01
16951,0.01
16952,0.01
16953,0.01
16954,0.16
16955,0.1
16956,0.09
16957,0.09
16958,0.08
16959,0.01
16960,0.14
16961,0.01
16962,0.01
16963,0.01
16964,0.01
16965,0.15
16966,0.01
16967,0.01
16968,0.03
16969,0.1
16970,0.1
16971,0.23
16972,0.07
16973,0.01
16974,0.01
16975,0.01
16976,0.15
16977,0.01
16978,0.01
16979,0.01
16980,0.01
16981,0.04
16982,0.12
16983,0.03
16984,0.1
16985,0.05
16986,0.01
16987,0.15
16988,0.01
16989,0.01
16990,0.01
16991,0.01
16992,0.22
16993,0.07
16994,0.01
16995,0.01
16996,0.03
16997,0.13
16998,0.01
16999,0.01
17000,0.1
17001,0.06
17002,0.15
17003,0.01
17004,0.01
17005,0.01
17006,0.01
17007,0.18
17008,0.1
17009,0.03
17010,0.01
17011,0.01
17012,0.15
17013,0.01
17014,0.01
17015,0.06
17016,0.09
17017,0.15
17018,0.01
17019,0.01
17020,0.01
17021,0.01
17022,0.16
17023,0.09
17024,0.06
17025,0.01
17026,0.01
17027,0.16
17028,0.02
17029,0.02
17030,0.03
17031,0.1
17032,0.2
17033,0.02
17034,0.02
17035,0.01
17036,0.03
17037,0.15
17038,0.02
17039,1.15
17040,0.13
17041,0.08
17042,0.53
17043,0.72
17044,0.27
17045,0.09
17046,0.16
17047,0.16
17048,0.29
17049,0.08
17050,0.09
17051,0.1
17052,0.26
17053,0.43
17054,0.26
17055,0.32
17056,0.34
17057,0.34
17058,0.38
17059,0.38
17060,0.27
17061,0.27
17062,0.22
17063,0.15
17064,0.17
17065,0.02
17066,0.02
17067,0.02
17068,0.02
17069,0.25
17070,0.11
17071,0.1
17072,0.06
17073,0.02
17074,0.02
17075,0.16
17076,0.02
17077,0.02
17078,0.02
17079,0.02
17080,0.16
17081,0.02
17082,0.02
17083,0.1
17084,0.09
17085,0.16
17086,0.02
17087,0.02
17088,0.02
17089,0.02
17090,0.13
17091,0.1
17092,0.11
17093,0.08
17094,0.02
17095,0.05
17096,0.13
17097,0.02
17098,0.02
17099,0.02
17100,0.06
17101,0.12
17102,0.06
17103,0.11
17104,0.02
17105,0.03
17106,0.15
17107,0.02
17108,0.02
17109,0.02
17110,0.11
17111,0.18
17112,0.04
17113,0.02
17114,0.02
17115,0.08
17116,0.1
17117,0.02
17118,0.06
17119,0.1
17120,0.08
17121,0.1
17122,0.02
17123,0.02
17124,0.59
17125,0.15
17126,0.34
17127,0.7
17128,0.74
17129,1.2
17130,0.45
17131,0.34
17132,0.22
17133,0.25
17134,0.22
17135,0.16
17136,0.3
17137,0.5
17138,0.14
17139,0.14
17140,0.22
17141,0.33
17142,0.17
17143,0.2
17144,0.2
17145,0.33
17146,0.29
17147,0.26
17148,0.75
17149,0.28
17150,0.62
17151,0.44
17152,0.36
17153,0.28
17154,0.67
17155,0.28
17156,0.41
17157,0.29
17158,0.18
17159,0.09
17160,0.02
17161,0.12
17162,0.06
17163,0.02
17164,0.02
17165,0.04
17166,0.21
17167,0.08
17168,0.02
17169,0.02
17170,0.02
17171,0.14
17172,0.04
17173,0.06
17174,0.11
17175,0.02
17176,0.16
17177,0.02
17178,0.02
17179,0.02
17180,0.02
17181,0.22
17182,0.09
17183,0.02
17184,0.02
17185,0.02
17186,0.16
17187,0.02
17188,0.02
17189,0.1
17190,0.06
17191,0.16
17192,0.02
17193,0.02
17194,0.02
17195,0.02
17196,0.16
17197,0.11
17198,0.06
17199,0.02
17200,0.04
17201,0.14
17202,0.02
17203,0.02
17204,0.05
17205,0.2
17206,0.07
17207,0.02
17208,0.02
17209,0.02
17210,0.16
17211,0.02
17212,0.06
17213,0.11
17214,0.02
17215,0.16
17216,0.02
17217,0.02
17218,0.03
17219,1.01
17220,0.4
17221,0.62
17222,0.28
17223,0.64
17224,0.36
17225,0.34
17226,0.28
17227,0.75
17228,2.62
17229,2.75
17230,0.95
17231,1.2
17232,0.66
17233,0.29
17234,0.51
17235,0.43
17236,1.76
